file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/cellular_components_bathyal.csvSample2CellularComponentsCount,0,0,0,1,8,7,1,0,0
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/cellular_components_abyssal.csvCellularComponents,http://purl.obolibrary.org/obo/GO_0030176,http://purl.obolibrary.org/obo/GO_0042765,http://purl.obolibrary.org/obo/GO_0005785,http://purl.obolibrary.org/obo/GO_0008250,http://purl.obolibrary.org/obo/GO_0005787,http://purl.obolibrary.org/obo/GO_0005789,http://purl.obolibrary.org/obo/GO_0005783,http://purl.obolibrary.org/obo/GO_0032865,http://purl.obolibrary.org/obo/GO_0031207
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/cellular_components_bathyal.csvCellularComponents,http://purl.obolibrary.org/obo/GO_0032865,http://purl.obolibrary.org/obo/GO_0005785,http://purl.obolibrary.org/obo/GO_0005787,http://purl.obolibrary.org/obo/GO_0042765,http://purl.obolibrary.org/obo/GO_0005783,http://purl.obolibrary.org/obo/GO_0005789,http://purl.obolibrary.org/obo/GO_0030176,http://purl.obolibrary.org/obo/GO_0031207,http://purl.obolibrary.org/obo/GO_0008250
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/cellular_components_abyssal.csvSample2CellularComponentsCount,2,2,1,0,0,3,8,0,0
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/cellular_components_abyssal.csvSample1CellularComponentsCount,2,6,2,1,2,19,14,2,1
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/cellular_components_bathyal.csvSample1CellularComponentsCount,0,0,0,0,6,4,0,0,1
