file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/cellular_components_bathyal.csvSample2CellularComponentsCount,0,0,5,0,0,1,0,0
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/cellular_components_abyssal.csvCellularComponents,http://purl.obolibrary.org/obo/GO_0005747,http://purl.obolibrary.org/obo/GO_0000275,http://purl.obolibrary.org/obo/GO_0005751,http://purl.obolibrary.org/obo/GO_0005743,http://purl.obolibrary.org/obo/GO_0005741,http://purl.obolibrary.org/obo/GO_0000276,http://purl.obolibrary.org/obo/GO_0005742,http://purl.obolibrary.org/obo/GO_0032865
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/cellular_components_bathyal.csvCellularComponents,http://purl.obolibrary.org/obo/GO_0000276,http://purl.obolibrary.org/obo/GO_0000275,http://purl.obolibrary.org/obo/GO_0005742,http://purl.obolibrary.org/obo/GO_0032865,http://purl.obolibrary.org/obo/GO_0005751,http://purl.obolibrary.org/obo/GO_0005741,http://purl.obolibrary.org/obo/GO_0005743,http://purl.obolibrary.org/obo/GO_0005747
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/cellular_components_abyssal.csvSample2CellularComponentsCount,0,0,0,1,0,1,0,0
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/cellular_components_abyssal.csvSample1CellularComponentsCount,1,1,1,5,2,10,6,2
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/cellular_components_bathyal.csvSample1CellularComponentsCount,0,0,2,0,0,2,1,0
