file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/influence_snow_depth.csv,http://purl.obolibrary.org/obo/ENVO_00002200,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/influence_snow_depth.csvRelativeDistanceX,http://purl.obolibrary.org/obo/ENVO_00002200,-76.96, -76.5, -77.87, -77.87, -77.61, -77.27, -76.73, -76.62, -77.02, -77.56, -76.66, -77.87, -77.84, -77.85, -77.86, -77.83, -76.9, -76.43, -77.88, -77.52, -77.42, -77.84, -77.84, -76.53, -76.36, -76.68, -77.88, -77.83, -77.83, -77.86, -77.86, -77.81, -77.33, -76.22, -76.55, -76.57, -76.64, -76.6, -77.81, -77.87, -77.47, -77.08, -77.82, -76.71, -77.75, -77.38, -76.84, -77.88, -77.86, -77.86, -77.82, -76.29, -77.8, -77.15, -76.78, -77.7, -77.87, -77.66, -77.81, -77.21
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/inorganic_nutrients.csvNitrite,http://purl.obolibrary.org/obo/ENVO_00002149,0.02, 0.05, 0.05, 0.03, 0.16, 0.04, 0.07, 0.05, 0.02, 0.14, 0.05, 0.04, 0.09, 0.23, 0.21, 0.04, 0.05, 0.02, 0.02, 0.06, 0.09, 0.06, 0.04, 0.07, 0.12, 0.07, 0.09, 0.04, 0.19, 0.2, 0.03, 0.12, 0.04, 0.02, 0.03, 0.09, 0.01, 0.04, 0.05, 0.1, 0.15, 0.02, 0.03, 0.28, 0.05, 0.07
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/inorganic_nutrients.csvAmmonium,http://purl.obolibrary.org/obo/ENVO_00002149,0.09, 0.04, 0.16, 0.04, 0.1, 0.07, 0.03, 0.03, 0.07, 0.04, 0.1, 0.11, 0.73, 0.83, 0.41, 0.03, 0.02, 0.04, 0.08, 0.04, 1.05, 0.09, 0.05, 0.15, 1.83, 0.03, 0.24, 0.04, 1.98, 1.31, 0.07, 0.16, 0.09, 0.03, 0.06, 0.65, 0.03, 0.13, 0.02, 0.4, 1.38, 0.08, 0.02, 0.79, 0.02, 0.61
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/influence_snow_depth.csvRelativeDistanceY,http://purl.obolibrary.org/obo/ENVO_00002200,36.01, 35.96, 35.93, 35.88, 35.93, 36.03, 35.99, 35.97, 36.01, 35.95, 35.98, 35.9, 35.85, 35.85, 35.86, 35.94, 36, 35.99, 35.92, 35.96, 36, 35.93, 35.85, 35.96, 36.02, 35.98, 35.91, 35.85, 35.85, 35.93, 35.84, 35.94, 36.03, 36.08, 35.96, 35.96, 35.98, 35.97, 35.85, 35.87, 35.98, 36.01, 35.85, 35.99, 35.87, 36.02, 36, 35.91, 35.87, 35.85, 35.85, 36.05, 35.86, 36.02, 35.99, 35.89, 35.89, 35.91, 35.85, 36.02
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_fyi.csvChlorophyllAConcentration,http://purl.obolibrary.org/obo/ENVO_00002149,0.0716, 0.0608, 0.074, 0.0603, 0.111, 0.0927, 0.0518, 0.1064, 0.2315, 0.0627, 0.0522, 0.0619, 0.2747, 0.479, 0.3418, 0.0746
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/physical_oceanography.csvSalinity,http://purl.obolibrary.org/obo/ENVO_00002149,34.889, 34.923, 34.953, 34.923, 34.924, 34.9, 34.923, 34.835, 34.937, 34.923, 34.821, 34.94, 34.923, 34.948, 34.923, 34.958, 34.923, 34.952, 34.924, 34.923, 34.924, 34.959, 34.923, 34.963, 34.923, 34.923, 34.98, 34.939, 34.964, 34.938, 34.923, 34.923, 34.924, 34.955, 34.829
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/inorganic_nutrients.csvSilicate,http://purl.obolibrary.org/obo/ENVO_00002149,13.32, 5.94, 2.18, 2.15, 5.5, 2.84, 5.39, 12.38, 2.24, 4.98, 5.77, 9.07, 4.22, 4.63, 4.92, 12.31, 6.28, 13.31, 14.61, 11.47, 4.3, 3.47, 8.22, 3.51, 3.88, 5.75, 4.32, 12.44, 3.79, 4.73, 11.17, 4.63, 12.39, 7.06, 12.61, 5.05, 12.99, 6.93, 5.46, 3.56, 4.22, 2.62, 5.49, 4.74, 8.71, 4.38
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/snow_height.csvIceTemperature,http://purl.obolibrary.org/obo/ENVO_00002200,-6.7, -6.4, -5.8, -6, -4.6, -5.9, -6.1, -5.3, -5.1, -5.2, -6.9, -5.1, -7.1, -4.7, -5.5, -6.1, -4.6, -4.8, -4.9, -4.9, -4.7, -4.7, -6.8, -4.7, -7, -6.3, -4.7, -5.7, -6.9, -5.6, -5.4, -4.7, -4.7, -6.6, -5.9, -4.8, -5.4, -5, -4.6, -5, -6.7, -4.7, -6.3, -4.7, -5, -5.4, -6, -4.7, -4.7, -6.5, -4.9, -4.8, -5.3, -4.6, -4.7, -7.2, -7.2, -4.7, -5, -4.7, -5.3, -4.8, -4.8, -6.8, -4.8, -4.7, -6.5, -4.7, -7.2, -5.1, -4.7, -5.8, -4.9, -5.5, -6.2, -5.6, -5.2, -7.1, -5.8, -5, -7, -4.7, -6.5, -6.6, -5.6, -4.9, -5.5, -4.6, -6.2, -4.7, -5.2, -6.9, -5.1, -6.4, -5.7, -4.7, -4.7, -7.1, -7, -6.7
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/inorganic_nutrients.csvNitrate,http://purl.obolibrary.org/obo/ENVO_00002149,14.96, 12.25, 0.33, 0.26, 11.29, 0.24, 11.63, 14.41, 0.14, 11.18, 12.28, 13.73, 5.67, 9.66, 10.4, 14.7, 12.28, 14.97, 14.74, 14.14, 6.04, 1.64, 13.28, 2.58, 5.27, 11.97, 4.1, 14.63, 6.22, 8.33, 14.05, 10.52, 14.76, 12.73, 14.43, 8.05, 14.98, 12.61, 11.65, 3.82, 7.27, 0.24, 11.71, 9.96, 13.52, 5.61
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/influence_snow_depth.csvSignalStrength,http://purl.obolibrary.org/obo/ENVO_00002200,17439.6, 17457.6, 17371.8, 17453.2, 17403.3, 17412.3, 17382.1, 17417.4, 17397.4, 17470.3, 17389, 17415.9, 17403.1, 17449, 17394, 17397.4, 17389.9, 17483.7, 17447.2, 17440.3, 17435.9, 17385.6, 17361.3, 17374.8, 17519.9, 17400.7, 17439.5, 17353.4, 17401.8, 17332.9, 17415.7, 17426.1, 17379.3, 17392.4, 17350.1, 17416.3, 17398.4, 17427.7, 17364.2, 17387.8, 17429.9, 17382.4, 17359.4, 17475.6, 17332.6, 17398.2, 17361.8, 17436.5, 17386.4, 17379, 17403.6, 17438.1, 17387.4, 17419.7, 17336.2, 17411.6, 17458.8, 17413.1, 17388.1, 17426.4
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_myi.csvChlorophyllAConcentration,http://purl.obolibrary.org/obo/ENVO_00002149,0.1734, 0.0752, 0.0753, 0.5716, 0.691, 0.0381, 0.7249, 0.1623, 0.0544, 0.1853, 0.322, 0.1792, 0.1543, 0.2305, 0.0281, 0.2105, 0.2141, 0.1142, 0.0956, 0.5391, 0.3063, 0.6639
