Biological Process,Sample 1 Biological Process Count,Sample 2 Biological Process Count
http://purl.obolibrary.org/obo/GO_0030041,0,2
http://purl.obolibrary.org/obo/GO_0034314,5,3
http://purl.obolibrary.org/obo/GO_0046685,1,0
http://purl.obolibrary.org/obo/GO_0043065,0,0
http://purl.obolibrary.org/obo/GO_0019722,0,0
http://purl.obolibrary.org/obo/GO_0007166,0,1
http://purl.obolibrary.org/obo/GO_0050708,2,2
http://purl.obolibrary.org/obo/GO_0015996,0,1
http://purl.obolibrary.org/obo/GO_0031124,1,0
http://purl.obolibrary.org/obo/GO_0017009,1,0
http://purl.obolibrary.org/obo/GO_0035434,3,0
http://purl.obolibrary.org/obo/GO_0009235,0,0
http://purl.obolibrary.org/obo/GO_0006826,0,4
http://purl.obolibrary.org/obo/GO_0045893,6,0
http://purl.obolibrary.org/obo/GO_1902208,3,0
http://purl.obolibrary.org/obo/GO_0016973,1,0
http://purl.obolibrary.org/obo/GO_0045493,4,6
http://purl.obolibrary.org/obo/GO_0009758,0,0
http://purl.obolibrary.org/obo/GO_0009246,2,1
http://purl.obolibrary.org/obo/GO_0036065,2,1
http://purl.obolibrary.org/obo/GO_0006788,2,1
http://purl.obolibrary.org/obo/GO_0009404,0,0
http://purl.obolibrary.org/obo/GO_0032957,1,0
http://purl.obolibrary.org/obo/GO_0019290,0,1
http://purl.obolibrary.org/obo/GO_0048511,0,1
http://purl.obolibrary.org/obo/GO_0042262,0,1
http://purl.obolibrary.org/obo/GO_0006357,17,3
http://purl.obolibrary.org/obo/GO_0015693,2,0
http://purl.obolibrary.org/obo/GO_0051302,1,0
http://purl.obolibrary.org/obo/GO_0006850,1,1
http://purl.obolibrary.org/obo/GO_0006370,3,8
http://purl.obolibrary.org/obo/GO_0006397,11,12
http://purl.obolibrary.org/obo/GO_0007059,4,1
http://purl.obolibrary.org/obo/GO_0030261,0,0
http://purl.obolibrary.org/obo/GO_0006334,6,0
http://purl.obolibrary.org/obo/GO_0071107,0,0
http://purl.obolibrary.org/obo/GO_0007160,2,3
http://purl.obolibrary.org/obo/GO_0009312,0,1
http://purl.obolibrary.org/obo/GO_0009877,0,1
http://purl.obolibrary.org/obo/GO_0006809,1,0
http://purl.obolibrary.org/obo/GO_0008643,4,1
http://purl.obolibrary.org/obo/GO_0016560,1,0
http://purl.obolibrary.org/obo/GO_0007031,2,1
http://purl.obolibrary.org/obo/GO_0016559,3,0
http://purl.obolibrary.org/obo/GO_0030328,1,4
http://purl.obolibrary.org/obo/GO_0008380,1,0
http://purl.obolibrary.org/obo/GO_0000077,4,1
http://purl.obolibrary.org/obo/GO_0043087,5,3
http://purl.obolibrary.org/obo/GO_0042176,0,0
http://purl.obolibrary.org/obo/GO_0006874,2,0
http://purl.obolibrary.org/obo/GO_0070588,0,0
http://purl.obolibrary.org/obo/GO_0006890,1,1
http://purl.obolibrary.org/obo/GO_0006887,21,2
http://purl.obolibrary.org/obo/GO_0009297,0,1
http://purl.obolibrary.org/obo/GO_0032297,1,0
http://purl.obolibrary.org/obo/GO_0033227,0,0
http://purl.obolibrary.org/obo/GO_0051782,2,0
http://purl.obolibrary.org/obo/GO_0016070,3,2
http://purl.obolibrary.org/obo/GO_0048544,1,0
http://purl.obolibrary.org/obo/GO_0006858,2,0
http://purl.obolibrary.org/obo/GO_0006606,3,5
http://purl.obolibrary.org/obo/GO_0043547,1,0
http://purl.obolibrary.org/obo/GO_0071918,2,0
http://purl.obolibrary.org/obo/GO_0007010,3,1
http://purl.obolibrary.org/obo/GO_0007275,0,0
http://purl.obolibrary.org/obo/GO_0016055,0,0
http://purl.obolibrary.org/obo/GO_0018189,6,7
http://purl.obolibrary.org/obo/GO_0043401,0,0
http://purl.obolibrary.org/obo/GO_0007005,5,0
http://purl.obolibrary.org/obo/GO_1901031,0,0
http://purl.obolibrary.org/obo/GO_0006338,5,0
http://purl.obolibrary.org/obo/GO_0040007,0,0
http://purl.obolibrary.org/obo/GO_0042546,1,2
http://purl.obolibrary.org/obo/GO_0015711,0,0
http://purl.obolibrary.org/obo/GO_0019083,0,0
http://purl.obolibrary.org/obo/GO_0030071,0,1
http://purl.obolibrary.org/obo/GO_0035435,0,2
http://purl.obolibrary.org/obo/GO_0018279,1,1
http://purl.obolibrary.org/obo/GO_0042981,0,0
http://purl.obolibrary.org/obo/GO_0009415,0,0
http://purl.obolibrary.org/obo/GO_0045747,0,0
http://purl.obolibrary.org/obo/GO_0019217,1,1
http://purl.obolibrary.org/obo/GO_0034453,0,0
http://purl.obolibrary.org/obo/GO_0048870,1,0
http://purl.obolibrary.org/obo/GO_0009847,1,2
http://purl.obolibrary.org/obo/GO_0046836,0,0
http://purl.obolibrary.org/obo/GO_0016255,5,2
http://purl.obolibrary.org/obo/GO_0048193,3,3
http://purl.obolibrary.org/obo/GO_0006376,0,1
http://purl.obolibrary.org/obo/GO_0009372,0,2
http://purl.obolibrary.org/obo/GO_0007094,2,0
http://purl.obolibrary.org/obo/GO_0017148,0,0
http://purl.obolibrary.org/obo/GO_0042710,0,0
http://purl.obolibrary.org/obo/GO_0016573,5,0
http://purl.obolibrary.org/obo/GO_0007067,5,3
http://purl.obolibrary.org/obo/GO_0007283,0,1
http://purl.obolibrary.org/obo/GO_0009395,4,7
http://purl.obolibrary.org/obo/GO_0034968,2,0
http://purl.obolibrary.org/obo/GO_0010207,0,0
http://purl.obolibrary.org/obo/GO_0006659,0,0
http://purl.obolibrary.org/obo/GO_0046907,3,0
http://purl.obolibrary.org/obo/GO_0090305,0,0
http://purl.obolibrary.org/obo/GO_0006359,1,0
http://purl.obolibrary.org/obo/GO_2001256,0,2
http://purl.obolibrary.org/obo/GO_0007021,0,0
http://purl.obolibrary.org/obo/GO_0006367,7,1
http://purl.obolibrary.org/obo/GO_0015888,1,0
http://purl.obolibrary.org/obo/GO_0048278,16,1
http://purl.obolibrary.org/obo/GO_0007623,8,2
http://purl.obolibrary.org/obo/GO_0019988,5,1
http://purl.obolibrary.org/obo/GO_0030036,4,0
http://purl.obolibrary.org/obo/GO_0006897,4,0
http://purl.obolibrary.org/obo/GO_0007015,5,0
http://purl.obolibrary.org/obo/GO_0032065,4,0
http://purl.obolibrary.org/obo/GO_0030833,5,1
http://purl.obolibrary.org/obo/GO_0018342,4,1
http://purl.obolibrary.org/obo/GO_0002098,3,0
http://purl.obolibrary.org/obo/GO_0034227,3,0
http://purl.obolibrary.org/obo/GO_0006190,3,0
http://purl.obolibrary.org/obo/GO_0006302,3,0
http://purl.obolibrary.org/obo/GO_0006368,3,0
http://purl.obolibrary.org/obo/GO_0016570,3,0
http://purl.obolibrary.org/obo/GO_0043631,3,0
http://purl.obolibrary.org/obo/GO_0006366,5,0
http://purl.obolibrary.org/obo/GO_0006066,2,0
http://purl.obolibrary.org/obo/GO_0034508,3,1
http://purl.obolibrary.org/obo/GO_0006031,2,2
http://purl.obolibrary.org/obo/GO_0007076,2,0
http://purl.obolibrary.org/obo/GO_0008608,4,0
http://purl.obolibrary.org/obo/GO_0007338,2,1
http://purl.obolibrary.org/obo/GO_0000001,2,0
http://purl.obolibrary.org/obo/GO_0032968,2,0
http://purl.obolibrary.org/obo/GO_0005993,2,0
http://purl.obolibrary.org/obo/GO_0016106,2,0
http://purl.obolibrary.org/obo/GO_0031047,1,0
http://purl.obolibrary.org/obo/GO_0019079,1,0
http://purl.obolibrary.org/obo/GO_0006333,1,0
http://purl.obolibrary.org/obo/GO_0009733,1,2
http://purl.obolibrary.org/obo/GO_0006891,2,0
http://purl.obolibrary.org/obo/GO_0006824,1,0
http://purl.obolibrary.org/obo/GO_0051382,3,1
http://purl.obolibrary.org/obo/GO_0071816,1,0
http://purl.obolibrary.org/obo/GO_0000290,1,0
http://purl.obolibrary.org/obo/GO_0043085,1,1
http://purl.obolibrary.org/obo/GO_0009636,1,0
http://purl.obolibrary.org/obo/GO_0048013,1,0
http://purl.obolibrary.org/obo/GO_0007219,1,1
http://purl.obolibrary.org/obo/GO_0007423,1,1
http://purl.obolibrary.org/obo/GO_0043066,1,0
http://purl.obolibrary.org/obo/GO_0010024,1,0
http://purl.obolibrary.org/obo/GO_0006547,1,0
http://purl.obolibrary.org/obo/GO_0044179,1,0
http://purl.obolibrary.org/obo/GO_0007009,1,0
http://purl.obolibrary.org/obo/GO_0046411,1,1
http://purl.obolibrary.org/obo/GO_0016480,1,1
http://purl.obolibrary.org/obo/GO_0000002,1,0
http://purl.obolibrary.org/obo/GO_0000390,1,0
http://purl.obolibrary.org/obo/GO_0051726,1,0
http://purl.obolibrary.org/obo/GO_0006383,1,0
http://purl.obolibrary.org/obo/GO_0006953,1,0
http://purl.obolibrary.org/obo/GO_0019915,1,0
http://purl.obolibrary.org/obo/GO_0031204,1,0
http://purl.obolibrary.org/obo/GO_0045132,1,0
http://purl.obolibrary.org/obo/GO_0006465,2,0
http://purl.obolibrary.org/obo/GO_0051321,1,0
http://purl.obolibrary.org/obo/GO_0051090,1,1
http://purl.obolibrary.org/obo/GO_0010833,1,0
http://purl.obolibrary.org/obo/GO_0009820,1,0
http://purl.obolibrary.org/obo/GO_0006650,1,0
http://purl.obolibrary.org/obo/GO_0070072,1,0
http://purl.obolibrary.org/obo/GO_0071766,0,3
http://purl.obolibrary.org/obo/GO_0048280,0,3
http://purl.obolibrary.org/obo/GO_0031145,0,1
http://purl.obolibrary.org/obo/GO_0016485,0,1
http://purl.obolibrary.org/obo/GO_0010508,0,1
http://purl.obolibrary.org/obo/GO_0006030,0,1
http://purl.obolibrary.org/obo/GO_0015012,0,1
http://purl.obolibrary.org/obo/GO_0000042,0,1
http://purl.obolibrary.org/obo/GO_0019064,0,1
http://purl.obolibrary.org/obo/GO_0000122,0,1
http://purl.obolibrary.org/obo/GO_0030418,0,1
http://purl.obolibrary.org/obo/GO_0042246,0,1
http://purl.obolibrary.org/obo/GO_0006378,0,1
http://purl.obolibrary.org/obo/GO_0033198,0,1
http://purl.obolibrary.org/obo/GO_0098655,0,1
http://purl.obolibrary.org/obo/GO_0001682,0,1
http://purl.obolibrary.org/obo/GO_0009611,0,1
http://purl.obolibrary.org/obo/GO_0039694,0,1
http://purl.obolibrary.org/obo/GO_0018149,0,1
