file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/cellular_components_bathyal.csvSample2CellularComponentsCount,4002,2404
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/cellular_components_abyssal.csvCellularComponents,http://purl.obolibrary.org/obo/GO_0030288,http://purl.obolibrary.org/obo/GO_0042597
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/cellular_components_bathyal.csvCellularComponents,http://purl.obolibrary.org/obo/GO_0042597,http://purl.obolibrary.org/obo/GO_0030288
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/cellular_components_abyssal.csvSample2CellularComponentsCount,1744,2240
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/cellular_components_abyssal.csvSample1CellularComponentsCount,1802,2358
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/cellular_components_bathyal.csvSample1CellularComponentsCount,3020,1891
