file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/global_chlorophyll_a.csv,http://purl.obolibrary.org/obo/ENVO_00001999,https://doi.org/10.1016/j.pocean.2009.07.011,https://doi.org/10.1002/2014JC010355,http://aesop.csiro.au/,https://doi.org/10.5194/bg-10-3297-2013 https://doi.org/10.1594/PANGAEA.804525,https://doi.org/10.3402/polar.v34.23349,https://doi.org/10.1594/PANGAEA.873198,https://doi.org/10.1594/PANGAEA.873070,https://doi.org/10.1594/PANGAEA.873200,https://doi.org/10.1594/PANGAEA.819070,https://doi.org/10.1029/2005JC003207,https://doi.org/10.3390/rs61010089 https://doi.org/10.1594/PANGAEA.848586,https://doi.org/10.1594/PANGAEA.869823 https://doi.org/10.3390/rs61010089,pal.lternet.edu/data https://doi.org/10.1016/j.dsr.2011.01.008,https://doi.org/10.5194/essd-5-109-2013,https://doi.org/10.1594/PANGAEA.869829 https://doi.org/10.1594/PANGAEA.869828 https://doi.org/10.3390/rs61010089,https://doi.org/10.1594/PANGAEA.848586 https://doi.org/10.1594/PANGAEA.848583,https://doi.org/10.1594/PANGAEA.869830 https://doi.org/10.3390/rs61010089,https://doi.org/10.5194/bg-9-1041-2012,https://doi.org/10.1594/PANGAEA.871713 https://doi.org/10.5194/os-11-139-2015,https://doi.org/10.1594/PANGAEA.873199,seabass.gsfc.nasa.gov https://doi.org/10.1029/2003EO380001,https://doi.org/10.5194/bgd-10-12115-2013 https://doi.org/10.1594/PANGAEA.848589,https://doi.org/10.1594/PANGAEA.869824 https://doi.org/10.1594/PANGAEA.869825,https://doi.org/10.3390/rs61010089,https://doi.org/10.1594/PANGAEA.869827 https://doi.org/10.3390/rs61010089,https://doi.org/10.1016/j.dsr.2014.12.010 https://doi.org/10.1594/PANGAEA.848585,https://doi.org/10.1594/PANGAEA.873209
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/influence_snow_depth.csv,http://purl.obolibrary.org/obo/ENVO_00001999,https://doi.org/10.1002/2016JC012325
